0.17330 0.07719 0.16918 0.07306 0.06441 0.05763 0.13192 0.12489 0.12911 0.10801 0.01306 0.15362 0.08984 0.03353 0.04931 0.06589 0.07351 0.07592 0.12219 0.08755 0.04867 0.05957 0.09099 0.05035 0.09557 0.10236 0.11667 0.09163 0.08647 0.05523 0.12786 0.05749 0.06777 0.08843 0.14670 0.05549 0.10344 0.06239 0.03471 -0.00000 0.06151 0.08547 0.06926 0.07586 0.12670 0.12479 0.03877 0.11459 0.10983 0.07692
0.05294 0.15640 0.19286 0.08446 0.04995 0.07745 0.05091 0.04966 0.18930 0.05012 0.01228 0.13387 0.04095 0.03717 0.07567 0.05060 0.13822 0.03912 0.05129 0.10981 0.06052 0.13954 0.04837 0.03833 0.17109 0.04833 0.12650 0.10468 0.06360 0.05945 0.04550 0.07792 0.04530 0.23480 0.11905 0.01674 0.17155 0.04735 0.02206 0.00000 0.07139 0.04251 0.03958 0.10648 0.09309 0.06767 0.03706 0.10465 0.08186 0.10455
0.12177 0.05439 0.07919 0.06724 0.11511 0.17923 0.06838 0.15196 0.07740 0.11682 0.01190 0.06473 0.04993 0.07782 0.04964 0.05657 0.05991 0.09919 0.13791 0.05032 0.04437 0.05568 0.08867 0.08140 0.12507 0.05548 0.16945 0.05907 0.05583 0.06604 0.07694 0.09386 0.05074 0.05224 0.08761 0.02240 0.13227 0.05803 0.06128 0.00000 0.16869 0.04661 0.04723 0.09784 0.05231 0.05503 0.04377 0.06732 0.04838 0.07906
0.12921 0.02737 0.11434 0.03214 0.11900 0.07168 0.10475 0.11657 0.06349 0.05432 0.00551 0.11940 0.07022 0.01840 0.05721 0.09830 0.04040 0.09642 0.07330 0.06937 0.03408 0.10127 0.06365 0.04209 0.09152 0.06471 0.04372 0.03015 0.12310 0.10009 0.12893 0.09342 0.06703 0.03014 0.09049 0.01434 0.14382 0.06364 0.02837 0.00000 0.04328 0.02887 0.08793 0.09836 0.02792 0.02083 0.06716 0.12709 0.04306 0.17200
0.11671 0.04627 0.04466 0.05534 0.02252 0.04487 0.19960 0.04175 0.13560 0.10793 0.01038 0.05215 0.03569 0.05578 0.08467 0.04987 0.04295 0.03697 0.20126 0.05829 0.06273 0.06408 0.04984 0.03281 0.13809 0.08497 0.18585 0.14268 0.10024 0.11272 0.09420 0.04356 0.04891 0.04805 0.03469 0.01721 0.06378 0.04849 0.03549 -0.00000 0.05250 0.05511 0.06186 0.05918 0.12714 0.02575 0.06229 0.19352 0.03589 0.13870
0.08523 0.10786 0.06444 0.06840 0.03673 0.05841 0.07309 0.08713 0.05488 0.08612 0.00808 0.05763 0.04535 0.05710 0.03551 0.10460 0.07843 0.10778 0.12530 0.10417 0.07392 0.05238 0.07132 0.05569 0.09464 0.08012 0.08906 0.06740 0.04426 0.09163 0.10179 0.06382 0.03859 0.03961 0.05611 0.01768 0.11219 0.11060 0.03299 -0.00000 0.15574 0.16610 0.06120 0.05973 0.05957 0.03001 0.06771 0.08573 0.06701 0.03745
0.10012 0.05386 0.10122 0.08227 0.04053 0.04791 0.08168 0.09552 0.07510 0.10931 0.01044 0.05895 0.13349 0.03094 0.08266 0.08304 0.12154 0.06724 0.08016 0.05947 0.15470 0.09838 0.08678 0.09540 0.05656 0.10871 0.11522 0.08854 0.12175 0.09635 0.05604 0.10168 0.05057 0.11039 0.08088 0.02964 0.08209 0.08279 0.06050 -0.00000 0.08931 0.07682 0.03422 0.06292 0.05314 0.02883 0.03957 0.11829 0.03838 0.07995
0.10447 0.04597 0.17436 0.03036 0.02929 0.04914 0.04327 0.04367 0.05582 0.07437 0.00952 0.12170 0.03605 0.04895 0.05041 0.07689 0.03727 0.03044 0.13763 0.06668 0.03323 0.06103 0.04259 0.04969 0.13271 0.07496 0.15946 0.06826 0.09765 0.11504 0.06402 0.06629 0.12372 0.03424 0.04246 0.07864 0.14903 0.03791 0.01464 0.00000 0.12304 0.09490 0.02613 0.10573 0.16421 0.06543 0.02466 0.08496 0.05554 0.04304
0.05056 0.08348 0.10587 0.08913 0.02409 0.03994 0.08374 0.11633 0.19594 0.03897 0.00860 0.03663 0.07225 0.01966 0.02844 0.12723 0.18555 0.03220 0.03015 0.02941 0.05441 0.03254 0.10263 0.04702 0.03404 0.05578 0.11556 0.07638 0.03772 0.09428 0.10413 0.12824 0.03114 0.05937 0.05787 0.01218 0.11935 0.05960 0.03068 0.00000 0.03589 0.02750 0.01813 0.04122 0.10372 0.01998 0.04786 0.06962 0.02370 0.08748
0.05434 0.15926 0.07424 0.03561 0.10842 0.11394 0.09795 0.04543 0.13357 0.04078 0.01009 0.10454 0.05038 0.03563 0.03350 0.05935 0.03814 0.04886 0.14969 0.06638 0.06130 0.11080 0.10555 0.06948 0.04902 0.19037 0.13660 0.05461 0.07054 0.04233 0.11897 0.04079 0.11574 0.07653 0.06388 0.02081 0.04189 0.06588 0.03264 0.00000 0.03912 0.16469 0.02867 0.10381 0.03899 0.05977 0.02528 0.09455 0.10701 0.04841
