0.18558 0.16866 0.16470 0.08103 0.04625 0.15614 0.17913 0.19103 0.52835 0.14047 -0.00014 0.23307 0.12283 0.03207 0.16793 0.21561 0.20867 0.09175 0.16530 0.22332 0.04097 0.20546 0.22737 0.10997 0.23632 0.22701 0.18079 0.06229 0.16011 0.35679 0.27038 0.17935 0.20931 0.25243 0.03081 0.00067 0.23243 0.25079 0.00632 0.00861 0.20557 0.13528 0.00305 0.17381 0.21371 0.01122 0.00565 0.27029 0.00663 0.07865
0.17793 0.15064 0.15910 0.08608 0.04890 0.14485 0.18109 0.17563 0.49618 0.13394 -0.00005 0.21495 0.13013 0.03001 0.14235 0.20806 0.20221 0.09174 0.17057 0.21731 0.04386 0.19078 0.22066 0.11205 0.21368 0.21692 0.17928 0.06774 0.15617 0.33844 0.24885 0.15984 0.18720 0.24717 0.02735 0.00019 0.21771 0.24546 0.00404 0.00789 0.20962 0.13692 0.00354 0.16481 0.19870 0.00333 0.00456 0.26869 0.00807 0.08390
0.20593 0.18765 0.17176 0.11058 0.04915 0.16394 0.24846 0.19665 0.60062 0.17145 -0.00030 0.25087 0.13524 0.03612 0.18445 0.26256 0.22391 0.10060 0.19946 0.26004 0.03723 0.21234 0.26043 0.11759 0.26910 0.26325 0.21227 0.08758 0.18870 0.40661 0.31760 0.18662 0.21912 0.28691 0.02854 0.00028 0.24496 0.28513 0.00463 0.00890 0.22442 0.14956 0.00529 0.18602 0.23646 0.00762 0.00584 0.34379 0.00815 0.09361
0.21520 0.17261 0.17849 0.10395 0.05778 0.17762 0.23971 0.22214 0.55207 0.16188 -0.00035 0.23302 0.15169 0.03853 0.17096 0.27079 0.24801 0.11746 0.21669 0.26706 0.04247 0.21502 0.27755 0.13173 0.24693 0.24468 0.22516 0.06947 0.19103 0.40514 0.28460 0.19880 0.23180 0.27104 0.02494 0.00022 0.28064 0.32607 0.00472 0.00924 0.25053 0.17361 0.00642 0.20513 0.22212 0.00580 0.00815 0.35645 0.00799 0.09963
0.17855 0.14646 0.17566 0.09539 0.04568 0.15061 0.21352 0.19688 0.48415 0.14532 -0.00027 0.21591 0.15483 0.03229 0.14241 0.22749 0.24120 0.12318 0.20281 0.26070 0.04554 0.19443 0.27024 0.11424 0.21368 0.23523 0.19328 0.06138 0.18280 0.37506 0.26238 0.15651 0.20496 0.24523 0.03011 0.00027 0.25447 0.30933 0.00422 0.00924 0.23736 0.16408 0.00868 0.17512 0.21277 0.00680 0.00968 0.33756 0.01069 0.08865
0.21051 0.17350 0.16585 0.10888 0.05320 0.15928 0.22044 0.19060 0.58586 0.16732 -0.00026 0.24172 0.14736 0.03473 0.17116 0.26307 0.23044 0.10137 0.21297 0.26708 0.04209 0.21129 0.27820 0.12692 0.25681 0.24583 0.20688 0.08445 0.18827 0.41831 0.29418 0.18996 0.21111 0.26776 0.02540 0.00061 0.24446 0.29374 0.00543 0.00870 0.25124 0.16510 0.00465 0.20050 0.24043 0.00667 0.00738 0.33547 0.00799 0.09831
0.19984 0.15286 0.18234 0.09391 0.04801 0.16612 0.22376 0.21788 0.51949 0.13599 -0.00035 0.24706 0.13547 0.02966 0.15003 0.21916 0.21490 0.10457 0.18028 0.25437 0.03418 0.22995 0.24925 0.11407 0.22486 0.24006 0.19188 0.06142 0.16255 0.39150 0.30272 0.18085 0.23165 0.27337 0.03067 0.00031 0.25570 0.29404 0.00424 0.00831 0.22272 0.14818 0.00791 0.15803 0.22928 0.00694 0.00566 0.32143 0.01100 0.10030
0.20679 0.15928 0.18685 0.09566 0.04860 0.18533 0.22359 0.21571 0.53032 0.14305 -0.00038 0.23323 0.14747 0.02916 0.15963 0.22744 0.24863 0.10626 0.18442 0.24101 0.03604 0.20929 0.25926 0.11605 0.21434 0.22503 0.21323 0.07030 0.17691 0.37368 0.28161 0.18501 0.22943 0.28920 0.03429 0.00026 0.25592 0.28875 0.00454 0.00946 0.21570 0.14696 0.00353 0.18964 0.23115 0.00921 0.00566 0.32314 0.01264 0.09234
0.20978 0.19068 0.18185 0.10469 0.05037 0.18261 0.22155 0.20648 0.61109 0.16831 0.00163 0.26151 0.14752 0.04502 0.19188 0.25617 0.25254 0.11043 0.20062 0.25485 0.04812 0.21874 0.26197 0.12655 0.24944 0.26469 0.22143 0.07855 0.18548 0.38028 0.30418 0.20426 0.24317 0.28995 0.03262 0.00166 0.26802 0.29505 0.00682 0.00997 0.23519 0.17295 0.00554 0.22157 0.24231 0.01094 0.00986 0.32935 0.00923 0.09238
0.19724 0.14158 0.18009 0.08616 0.04941 0.13594 0.20948 0.20248 0.47880 0.12383 -0.00038 0.22722 0.12519 0.02400 0.14601 0.20835 0.19401 0.09101 0.16658 0.23582 0.03447 0.21373 0.23243 0.10571 0.21884 0.21656 0.17718 0.05788 0.16559 0.36859 0.27113 0.17387 0.20391 0.24838 0.03189 0.00060 0.22440 0.26124 0.00398 0.00785 0.20344 0.12980 0.00494 0.15223 0.22069 0.00605 0.00526 0.29576 0.00763 0.09519
0.16715 0.12889 0.15722 0.06896 0.05194 0.16322 0.12625 0.18255 0.42587 0.10945 -0.00022 0.17600 0.12517 0.02929 0.13209 0.19235 0.21060 0.08178 0.12118 0.15953 0.04272 0.17914 0.20068 0.10738 0.18124 0.15853 0.15421 0.05098 0.13113 0.29417 0.19984 0.18226 0.16747 0.21290 0.02137 0.00017 0.23910 0.21616 0.00498 0.00688 0.18109 0.11922 0.00257 0.16192 0.17108 0.00385 0.00531 0.21624 0.00654 0.07464
0.19303 0.14244 0.16233 0.10024 0.04920 0.14313 0.20934 0.21580 0.45759 0.13396 -0.00017 0.19885 0.14420 0.03290 0.13631 0.21965 0.22648 0.10683 0.19789 0.24749 0.04585 0.20381 0.26662 0.11326 0.19439 0.20829 0.20197 0.06079 0.16193 0.37218 0.23868 0.15668 0.20867 0.24395 0.02392 0.00028 0.23085 0.29840 0.00391 0.00791 0.23949 0.15820 0.00387 0.17097 0.21111 0.00905 0.00584 0.32364 0.00761 0.08834
0.16292 0.12605 0.14530 0.08590 0.04978 0.14245 0.15744 0.19435 0.46396 0.11384 -0.00027 0.18698 0.13601 0.02204 0.12365 0.17459 0.21097 0.09392 0.14746 0.20191 0.04101 0.19977 0.24363 0.10800 0.17916 0.19153 0.16999 0.05128 0.13822 0.33851 0.23512 0.16307 0.18946 0.22978 0.02979 0.00004 0.21223 0.23514 0.00325 0.00657 0.19960 0.13802 0.00224 0.15681 0.19782 0.00388 0.00772 0.27518 0.00844 0.07061
0.20171 0.16027 0.17035 0.10596 0.03939 0.15378 0.22743 0.18715 0.52600 0.13550 -0.00014 0.24786 0.13876 0.03159 0.15215 0.21916 0.20290 0.09231 0.17920 0.24391 0.03601 0.20432 0.24004 0.10812 0.22171 0.23734 0.19398 0.06883 0.17627 0.34961 0.28540 0.16019 0.21022 0.26390 0.03072 0.00026 0.21878 0.26092 0.00432 0.00845 0.19819 0.14264 0.00759 0.16680 0.22492 0.00594 0.00530 0.30325 0.01130 0.09046
0.19449 0.16577 0.17625 0.09397 0.05369 0.15921 0.19349 0.19731 0.52444 0.15359 -0.00027 0.22236 0.14834 0.03908 0.16206 0.25044 0.23598 0.11495 0.19803 0.25075 0.04864 0.19878 0.27181 0.13238 0.24427 0.22114 0.18370 0.06955 0.19127 0.40104 0.25188 0.18489 0.21012 0.24897 0.02262 0.00056 0.27179 0.30076 0.00542 0.00840 0.25109 0.16206 0.00379 0.19282 0.22021 0.00632 0.00978 0.31371 0.00827 0.09015
0.18683 0.13911 0.15399 0.08745 0.04736 0.16055 0.19953 0.20490 0.44195 0.12252 -0.00020 0.19802 0.14248 0.02959 0.12842 0.19772 0.21492 0.10419 0.17986 0.22319 0.03497 0.19015 0.24685 0.10572 0.17067 0.20871 0.19037 0.05382 0.14535 0.31953 0.23819 0.15160 0.21328 0.24005 0.02395 0.00037 0.22375 0.27028 0.00402 0.00888 0.20198 0.14854 0.00394 0.18077 0.19448 0.01170 0.00543 0.27942 0.00932 0.08181
0.17931 0.15764 0.18215 0.09705 0.06353 0.15614 0.21253 0.24533 0.50410 0.12616 -0.00022 0.23904 0.16940 0.03411 0.14686 0.21222 0.23779 0.12326 0.19415 0.27584 0.05190 0.23359 0.29565 0.12476 0.20627 0.23774 0.18182 0.06478 0.17160 0.39715 0.28391 0.15876 0.22122 0.27264 0.04007 0.00024 0.26263 0.31253 0.00393 0.00787 0.23341 0.17791 0.00295 0.16125 0.21872 0.00525 0.01133 0.33438 0.01190 0.09542
0.20857 0.14953 0.18812 0.09167 0.05121 0.17111 0.20769 0.21956 0.52320 0.12162 -0.00036 0.23063 0.14443 0.02580 0.14770 0.20407 0.22843 0.10423 0.17118 0.23790 0.04569 0.22593 0.26006 0.11850 0.21608 0.22574 0.20951 0.06856 0.16545 0.39980 0.27847 0.19228 0.23248 0.28118 0.03031 0.00074 0.24946 0.27602 0.00417 0.00822 0.23107 0.14501 0.00359 0.18311 0.24133 0.00623 0.00549 0.31618 0.01020 0.09273
